user_id	user_hash	ratingUser	userGamesPlayed
19575	a5b9068ea9f2d8240451267c3aaa130419692cd34d66ece4baa122e05ae5051d	2039	4363
11155	5e5350fc14087c51b4be05072805c57d4c48cfcaa9788f5ffe660581214c8c40	1898	5410
10886	5bd239f468dce4f01b8467732d9887b837fc97be7301174b3725784cfdc315f1	2609	10465
10129	558eeca6b4a46585bfe5f48c6cf21bd6ec4e4f753a7562bd3fbe2d6b1d81d741	2199	9552
19589	a5e3f35d5c9f2c03fb91b58aa726ab650dbc09011a821fa20309485cbee1f814	1784	2430
14412	7a73644137ce41255a9839f04be509cfe7bdd3efce5c75b0b3c34e87182a2f9c	1806	13497
13099	6f12dc703c04dce94ba4cae3c080ee39635f1e07b587b0c9133215bb8a291793	2287	10451
5896	321a1db8f760503e8814229d326dcd6d5e91ee1fed5c71a6d02a0050abaf378b	1972	2075
22888	c1242fbf7292c90cf316f88135e1384c540e8b35363e439cceca4e0c305e462b	1798	1540
9358	4f1e2f7cea83b06c4771769b992395d0b4610645a73b840517a663c26dbad14b	2248	10456
27099	e4a8b7e820df6759a75130688a637ee2b765ba46959458b957922589c92e77ec	1905	7066
20508	ad60db0170e5fbf58a812920808ca474a810ff8dc9b1f85e57931bda07d0c54e	2649	13336
27267	e646df302441ea8b45c1100239c16982d5bc94468331aeb9f0b6c2b542dc5040	2563	8200
28140	ee0e44518695a3481a3ed59b545c4719d54e894fb3d5e0cea646cf6b13da1201	1978	1497
15490	833f190632a44d7c199d4c0957a83f5b39245367cb4b22c0f80778b23dded10c	1759	1798
3847	209a3cc8c982ad885b3ee8b2ba795c563f94ceaada1bf68513599b78d02e17ef	1790	2756
7834	41ff89a6e39cf641919eeb3a6e1886ec2d667bd6f1ec09d06dc84a1a311ec705	1697	1452
28057	ed4c526067cc6d937f3681195982c024b0b9fa5825b0221c0f5d595e6f5f839e	1947	2246
14665	7c7454f581d54681f6593505ab6d7450f6c7807c6db7575b80d2887ec5abdbb9	2261	4297
7942	42e628619c920fb42df0224354967594618b38b8d9ca7de8b57e5cf0f6353b38	2370	11969
25797	d996d2e2c1b1b195053edf134be38396f516ba3031199028ab167af6f235a9da	1855	1359
15193	80cf06509f3d2e3fecac1b837467a04cc4c8881cedb4eb8796002a2ab5fa4c56	1730	5417
6550	37d5acd9a7fe39472da934b3f7c5d87d4d14083fbf9d2ffb56124ae4933ba579	2166	7142
7842	421365bfc6071a18b485c77cb28bdc5413f9e38d26955c225d597d2442bfaf5c	2563	18006
21205	b324d4048af69730f38fa463a9a0eb3d73eee12e938acbaa00684e1f07e5d652	2380	10875
22031	b9f58d44926b90a15b72497a60752f1d8db8be865496c26a0b53d05911c095a7	2080	4179
11842	649c9f82387546945d2711d33fa17d565752d9990c8f620d073286fc9a251b74	2004	3380
26070	dbcf436f5ed5f2351ec2effedbcc9b9c1084b5c0fcc82f037422d4bfed4e6331	1872	4599
10057	550925c6b85eaeb028dea37fa953d22abdff039c98596cdc974d3fbb4334eaf0	1803	4849
6668	38bccb6062082e0df522b9334907a4b310aa2c00fd222cbb378eebf7562e0499	2220	12808
6342	3622f5ee3fc414bad97da6e830173f1ab8dc4794464b302e5d8debe8a0260107	2171	3046
5737	30d2b546a9210e79e9a7a388945ce961a2f754e3eb5bce01a5c9b6b0b9b6cc7a	2384	7162
29618	fa9e9869dfd3002f9b5df93e352927561465ed734cfce31e1fceaa69bfeb9802	1924	2396
887	07ba5eca43d3c1b590321a7d3ee1c68e4c0254230a322d1f91aa53dfb320842f	2153	1173
3740	1f84557429f2320ebd27d69fa62112df74ee05e12d73bee5aa9c8df6b4793bb9	2461	9798
1282	0aeef7ac37f4c669f5698270058c7775116846fa0e29ff9931ce03bc7a188936	1660	4341
3702	1f28ae543c8b041ee48595758b0665b790ed58846a6546b717e62083a2147118	1826	1864
27242	e61bc75723f04e533342b8cbb705461c9e0de46bcf4cb75e50563e4b69bbabb7	2230	10812
17535	947a34753a3dad8f2546d31afbdedf42e3ef26d7cbdeb3769994a2f7279ec994	2081	7713
29369	f8812c33d268fc80923cc488ce2e46972edf6ecc3c451a0199a2ddc939884c34	1899	3611
20626	ae55a38c02934b6d98e8d411d2e0116177974b3dd30d72e37c1e86ac34e7e97f	2096	4722
13682	7420095e5c4fe527cd0d6f7313a222d7b278f73d19e75880f1c37e0064acaf7c	2421	4284
5943	32601d7cecdaeb256a50c6fe197cff4fc27cb248a222525ada53d6792dd711d4	1726	2175
22200	bb87ca6f306c873f79f8a1e0549e74e6bdc4940dfa919672657ca902d57d8b90	2252	9130
4770	287cd19213ed3f7fafb5fad0c4439730cfbe32679418cc7d0146f5391e2df246	2245	19439
19592	a5e7478521c8e660636f50230119f9bace24ee0a537fd4b145f63fd38d4ce0dd	1954	2998
22948	c1abf6d874c9948ac67e8be0ef7c15be2adddeeb64002edba95d5439e057a824	2124	11037
26051	dba12f50363a8262d1a181746f364890feeaef4769ee4ec39d2205363b5c4806	1826	1890
27073	e47fe871372833f2f8de40dd6362bc725301c9902f27650ca77390a0e99a4d6f	1918	6039
20890	b0a4f5c1be9076f413b89673e1aafee3839f21abe29500aa69ecf1b10d7d0a21	2055	14906
15887	86a5f5c4934b02c8e7d1ceb3dea65590afc945eb57b7bd96a1db105baa6db779	2169	14079
15543	839f72cf2d54b89e0e4a39762707622af32ca47b132459bc64285dbc7aec8d43	2362	12069
9421	4fb9ee311eec9cba4cf893f55fc90321a791495b49edc25b2e883423880b073b	2245	5877
14100	779ad104e38d969d3f0f35b1b0ee9706d51165a6960486482a615b744973e1cf	2158	9212
25578	d7d5700670f139f97413d22ad927cc0f6ddc9563bba90e8e13ccf36159167aa2	1804	3273
25127	d3f068ba6935fbbeb72daef6800980b14e9bc709c4f5c44ef563256d05391b72	2054	5200
1222	0a60f503ac3dc54f1f7227de23e65eba2c11e6baeb5de0734d049479149297e8	2484	13876
17036	906c1de8dc65a2cfa14d8da9e146ef37a1bcf8948f975c9c52be983703a123f9	2255	2664
11058	5d69a4dc96b0a77bf602c085da3e976df736ac74a0601cb9500b6c49822ba923	2305	3752
28241	eefed6770857babfff651ebbc85a71d302cc1726e0cacbbe85a8f121d308cdb3	1781	1934
17093	90e54716e47ad6a209f6860a2791b90fdd1ce605ad7e9e63e19a8a393c123c7d	1928	1238
10497	58836d01af5a954dac759f96e134cf461f17edcbe5e38b8e11e958cd7c893504	1909	3243
18999	a0f79abf436f45d6d99a7890e1af121a0b5652c3a85a133853a02757d7b4fa9f	1798	2045
23283	c489274efd961676221e920deb05c263b2aaa2ea9f9a120631e82e53c75564fa	2208	1639
21123	b26e75f354f44631fbd740eb06bde2d8ed863d1ac9108f990300927de557bde0	2446	7394
5981	32aca322c8403f9dd2a62da875ee510cdb3e666130f8a2e742f3e67b7d79f239	2132	1632
23984	ca427de547155d2044fe2c5955b1078b49ef8eecb87c8121e10ede6fd6364396	2274	2851
13674	74184070e184d7087091a2a68d1764ba4b648b9c9ee41642d9b7807e9a82d341	1711	1026
5045	2b10864cdfcb72dba0f9e66b2d0b5d8b6396ba3016e0e90aaaa2100b6698b164	2387	5295
27676	e9af0c0912f09351cb3e823c0fe21d02f7347fffa84926e6645df1c4e9d3e548	2292	6419
2416	14de4d2b94ebfbcb25623501870106e50f479ff5a27d5c1862e7fffe8f433c3f	2271	1418
9766	5295121fc26692d1955d8917984f469ad68627ac9e00194858525f153174b5f1	1843	2003
28528	f177ed190b6a46079f452c108ed143beaa502453d7838068a2c04cf9d47a64ae	1848	1979
10133	559d81dc4d6956aaece5870164fb52d0e6b336d1c12f59b3ef3277cc030a0f83	1906	2734
17929	97f8b92b49ba8d421b11504cf790d00945eb1e5337affde7ccf19fc9a9276cd0	2318	4910
23300	c4b53b021722bbd74e3eb9d4bce67f4661da4328b5c26fb38adf392e91eee793	2503	3327
28042	ed300f13a438791deccd416808d187872a77099728d64066b01b19099d0d264d	2331	15965
25762	d93f78d90e5ac4de4f8f9ae1f0567de9877d112844b07eebf73a6ab7e47e4b0d	1813	1058
20888	b09f22267ad4d36481f0b84b1c1e3651db661c5fe194b86d15c96df53bfb54fa	1785	2946
13741	74a2fe22ce87ea88c2010f4e4004eacc02efa94bd6012a1d658fbc157ef1c6f9	2050	1470
11737	63c30789a6fa3dfda6a869311594b12e578e0604f16fc11f70836ca3e514c4e9	2118	10766
17888	97a701ef177498506e6f35a7de1b0a0237104a03f24dcb62b8e966d32aa41e36	1894	18446
21206	b32b79c284e9ba4c300184e814198ecdaa750ad1bb8290b9dfc4e0ce31fbf8f1	1912	1552
6191	34a2f636291e3a2017431620427c51092d9959f242fd0adafdcc730bc2cfd384	2137	2315
20153	aa5d0fb7fffe750f6b1df8556da38faf953fd4ae84a460a3cf83f3a6219f2984	2069	2232
29435	f8f0291c6422e97aadbfaa5d7fb13d38100888370686c306f88a60f5940d3c29	2333	2527
17556	94b5cbbb69e8ba60f9da829196be4d021c71f1c3304116ed9ff8a742bfe7d5ce	2012	2116
1003	08c505cd6db3e8545716d6b5cc9357170f610161f9309d5b042480235c776c1d	2226	3163
8759	49d28a2b1f6c5aeb2294c9ac89885fabfc7074102b1e1d1a1547563286ef13e4	2054	2401
149	016ed9e0c4009892a5ebdf811790574c0399704fa5034c698d717cf5017fd8fa	2062	3091
7770	4184e5777da667fed658b95f540206d4184b37635254e2c2b41693294ae3c00c	1769	1855
13389	71b1c7a38a1129ec9e97cb7408e123d6a712e3a764d11c3a350721b2b8010511	2117	7043
18254	9ab48e54ec6fd90829374f09b6c1241f2a5579843da7d2af8f9f4b2bd554da5d	2023	5213
19509	a53a35d00abd869bb8c528383b6c05bd5ec28878a7639a9ac6f62dbc572dbc24	2091	1092
3219	1b4d6bc2d0b8587e5f31aecb5a8eef8d34bf53f13d3657fdcb2459e586990cb7	1821	1962
13163	6fbe6cdabc2844d3ff1793c5c8327f88be37a90a11e4891fd640aa35ebec6327	1952	1872
219	021c53ef70764039ebd121107ead2a1b7cb5a6f496a6b4b899c30d12442b1256	1921	2925
9431	4fd676c29075a932e7a384dcc852ea8e211031314d38f4cd681111b3203833ce	2136	17520
10575	5942ca5d255126998bd0d88d5f952a446ad8936fb2fc50d80912376da2595edd	2046	5591
21183	b2f3b7dd74468e88ee4167fdec1de34fb892e62a472fbeead2dd4212f7eb66fd	2515	13988
17151	916f7159880cd6da9eb0cb427c27341205bba4641643876c08cb76858eb24c09	2195	6712
27363	e70a3c1df3009e35b822414f42b8568847577c9b2537206555b890ad3f2e08d6	2053	4001
16224	898016c133ceb63353c34c64c70639c2e6477e3c118a4d35d6b5d3c5da18a20f	2017	2091
6639	388d578f5dfe3c8b9c12ea71c062bd6f91082d92dba2018687798d2a6146a763	2084	9817
20373	ac2d00c9fbbd728afeeacb818fcc92959b3e66f9f96c95d23bd5938f1f89f942	2013	1979
2703	1726e701242ef8f037189babc3db0e4642db3b646f0fc2d447bc2442673d14a6	1885	1631
22075	ba5ad3ac7fda75ae1621165bbd027d8e186ef273e7331c1879e9a8bd6eedd222	1902	1457
21396	b4d5206d3a4169325986fdac4124c16b5baf09c50b4373c4b1e221457f423599	1905	2519
9930	53d35ef8deb66dcc9289ede0447402e4d769066e0c33789c4d3563cbcc8d2d5e	1575	2760
29750	fbaf4057d418c1b877bf6811b0ffc93b45122176d333efe799345cc719675cf8	2207	3491
22121	bac057ff2265db3260d086c92b31d1d772a06d76d13fe41814e29565c7184cb4	2465	4564
8159	44c11630d9478e887f97ba1b40e8d69a398cd7eebf22e4cb6e9b207b6fd3ed0a	1720	2726
1902	10af5f57d43cfb69ee893c5a2f2d0b9cc897f29844623647d55c912d4044a0e8	1979	2678
2195	1323dde8071a4eb793188077782c4a3aa011d317599bb6729a6f7572afb79536	2387	12244
11350	6010c1ab0777caf67efed599718f2d47d85eddf4efec90becdf2264806626534	2092	3877
7634	407bce80308dbc4d6a24fbf481bd21d50b8502182f8c942ceaeadf14f0c19138	1909	2629
6879	3aa1f91146d47c1c5dc94bdf6315d1e36455da5abf0b4334b2228876ae2a1e80	1638	1082
20562	add2c292c2f2bbf25e0b4134ee54f599b2dcb4927971f428ee8857efa9ce7273	2049	3333
9512	506f797f69d26f5b37ce5f2a345bc9f3ee148f235a747f311d4e11ce3c2536dd	2210	3391
17495	940d349df669c920983b749eb5c923cf43f7b592c69910bddb555723e2e0b15f	1851	6467
9742	5271aa5d4fe8a0d084b17e3d6d306bff3792daac0d0649eb2d1543eeb0c3004f	2270	5665
28765	f35f1279cc2ca0ff1609b26926fe42af728d0827ae539b63561cf68bafb3bdfa	2033	1502
27332	e6d5e433261fd38359c6dc510c388875b4a4bcee2ae1a0f28747e53c45d7b4d8	1584	1023
28957	f51597ded70b92e022de79aa7fe08c067c313899148eba84bfd6bb33e842045c	2391	8929
14539	7b608d896d2cb3996d06e6be1c75de6d2f42d1e8c7a1f2292617d721efb77d2d	2358	9852
19109	a1fd681bd1ee21f6f3fab5a439eaaf0eaa89b8df57ac972d64aa653e1ad0d69e	2249	8194
11475	6131fe5585a377734fb9015d0e50b5544d7cecc571857bf29fd4c08b5c79c145	1785	2318
7	001858067cfc927fb370bae78a8ccf2c5d86ddaef4943fa3375ef4c262f3a014	1852	1892
11560	61f4836d6a7be9739d8019f50a80f2a4610f9939e4d74efc0e82f2ed9b29715a	2189	3315
29574	fa2cfdfd025f6f3aec77b56c5c18d64f971ba4054c3175983cd39ee18d8ef23d	2182	12497
8762	49d7b4fe082855df1e507eadba5e59b9d649352562d2ca45c70caad64c457f94	2175	13289
19224	a2dd690dd9dd47e00ed751175ea9bcda642efdc7d8ea2a8bf8dca24b91c12470	1852	2704
21059	b1d76de804d2456bdda3cc4cf801d4461b977173ebfc3331e06679ca8b8789cb	2352	8640
27343	e6eac6e82f98bcd2db5e826e6fc87ea9f5ce82dbcd9604aa42200455eea4a270	2155	14909
6602	383b256ef4e3fb741e9cd0c84f5d34c06fc73c28025a2188882805cd635f66fe	1983	3813
8660	4902401be97d4ad5030e04d60788a7426590549e5e9d2176115059253c09ba73	2314	4609
11781	641644fe43f32e642b018b7489972189d4b893e8bfb1f3a7d0aaf3f0799f54db	1818	1970
6197	34a9bc1e1e8c47c6a309bb6f121beb135d7309c88e905ab870d94b2c034fedb3	1932	1865
17514	944559f76f975aa9ea15fd950dcd6e4f01def1656ec6e5b55d4dcb4b87fde4d1	1963	3643
2539	15cf4ed1e07785123961aa0dea5d050e3daa372e142df74540e7d73759bb6c05	1688	1333
12074	6692bac957fed94cf28bb1fe25faca493d917b87089cfdb0e554c6c29e40d7ab	1942	1225
18116	999b95c00edfb26a76ca771b1210397f97c6e8c3ba1c9802572e9ac4e009d090	1940	1951
15665	84e4be0f7dd02eecdc57e827618ad85e002a4e07b5aa89671d5aec7f348f73ff	1728	2407
17823	971f800f02161148c7f17fcdc4fa0efaf71416bd6ffd20b87186a8821cc93492	1699	1070
10429	580671f8cbc9e4a65a386b3b68633bb7904d2e8ac71b71c00c8330b7fbe33df8	2528	5651
13834	758083d738698a49ef8525a6e17915ee220f174cfef69de0007c4afe04351ca9	1866	1000
17691	95dd809c3281c3f237d24532df406a113f08fb686035ba1933a359d0341da01f	2350	14117
12258	67f0908ddf2da602c9ba4efcf0762dc93eefe547a31e7fbd3ed71967a05f2a83	1779	2806
2335	143f549274c9526a4e815f37f68b1773a78532968759aa88763b905fefb04226	1835	1439
13411	71e9677656228e10337ca6a85c8a3aa253fd9c2229abb71ef6be9f76f4269169	1632	3316
2304	13fbccbcd4811bc3d42e1d52546634683a7f2f4e479275aeaa860fdc6e0bfe47	2153	1491
1819	10051dd911f873e87288499f9994b8c63b15ce25f553e4d8fde779b8add062a0	2396	6491
26094	dbf6b0fa764c5f1834513b7b9e419321a060a2185c70e2dd624c1831fe945806	1910	8521
23827	c8d1a12c1d858b8e972768e1a24b9940fd581d380927080e09eedae251f94449	2381	2807
15793	85e6d3df9a043150d0b0b4e725121fd1eed33834db6301263c9e1b22633fdee0	2511	9347
25803	d9a07ae2c1b1303c0e1e1c04e2a78b35819b6d8158522d8f08b470f1db1e6651	2074	12661
14097	7796dca519a6df7ebfe9362d1d72860762693849a0f6806ac4aa77b39b6f21f7	1827	1320
9530	508a0cafcdc49dd537e78ba09e8051fbfa373ab9532144a4e4b094d8394948a7	2227	1891
13407	71e01699cdd97bf840a2c3d44a3ea907c8701db36464a3112898787091ae6da9	1962	3513
29668	faff30ca47baeff3a7066436d652cb4198e6feb91343a4c75be6812883b0bc6a	1939	7218
26743	e19b9c8f10fa3df626166b96ecb8734f9999b51af29e5ade989013f13eb51f4e	2705	9905
23234	c4132af83f6ea58f332d2ae10041268a43f603997dd17d944e5e7cb489955522	2443	7579
12168	673f5a3298a7234acb5ca7a6af230e4256abafdf09149c89fd24012a5fa39a48	1895	2793
17633	9575ce745af8a96ec415fd4668893fd841c78ca493fa16f787c3c13836c5e8fe	2244	4315
4349	24c974f242e535c0e912bda603ffb4f067d19e1a3275e5b8f81178c842ad3e61	1745	2912
11310	5faed3f184cf6c383c4a3e8ad0f440f35708c18b2fbd718634fb7e4d20730ce8	1907	1938
20496	ad4eb1a37a55ce7d77a80a54e8bd082240eb4c8cd70661e02be1953b484a42ca	2094	3591
25885	da3c9e01182d12a4b250c06adb7b034e95a7bbc71215ab03d6a73d6e9d288a45	2270	6643
5275	2d20f9a855117215840b499960d6f1b36ecc04383a3ba52fee1debc44106de10	1918	8443
29035	f5c520e40f372fbfddc9ec6e3cb0e2132e461bf2ac00203067378b4d9e3026f3	2155	11041
19022	a12afee11e2b211b2f8155a334f5ea17523b15566a9a32258114cb0162909628	2670	16408
28944	f4f1de11679512456930b5462058bfc12a440f93ae248a2ba4c36ade8cf2a407	1808	1369
23637	c75ccc4a3ef66bca2f160a2e494690211b8c751e5cdf0b5ca2511ad3ac851662	1685	5828
24631	cfc9a733664a4c1ab334dee04b61ff29d101b809d9218e8ad7c7fbfae5e387be	1664	2528
24681	d04c3d0c5d2e78fa415226e30572675d41e091c13b1837555b6e7208027c8e59	2334	6802
25796	d994c8eb88be5fa5f596a05b4603d2995f0fdf90a3bab2561f9ef32b3ba779ab	2516	5639
19023	a12c36810273f6fd58affce38303fe76697b72efda313dda9f887f5eee8dbe5d	2260	4254
5188	2c493afbba2a245b7d669c7740fea0ab74ffcafa3ac1e0b9301edc6ac5a3c8dc	2131	2495
6147	344494aff0032458cfe9096737c4cd13f829df9e7d3935e66df4d24c92680462	2116	7856
28738	f318ee37daa20c1ffd4a69134e823acb9f4db76f3cbbb1abc0faee074dec4158	1806	6120
21343	b4585b80e382ab1fe85e6e0c49bcaa280b7d65ad102aa12525c7e5f8893c3fb2	1895	1876
27416	e77e352d6c224fd5077b6e23039857d25a8346a5cb1431ebe3380d3aae9d4ec0	1856	4781
24082	cb26d9a28e79dcc1075efe4930831d5dd7b5edbc3a59b228df1916e4f2a6cbc5	2737	3482
20914	b0c80db674a6d31a5c77d3ebad908f082d7655a801a23831b69f17970aff2096	1657	1900
15388	824fbcdc267d49894985069bc165062f59cbfc1b4b10dfa93c3098d025378178	2051	4889
8390	46c486e42ad6f143ec5d7104348829745f32d4cece31fb01edbcd187f76a93dc	2144	2393
20586	ae03a559d94b2eb9f630b00aeec42e09992671f4a8ec44c13a62c3a8ee9c411f	2065	2575
19071	a1a02e681f11921496385fc34bc450ed14321c2d30e0b07b10ef9620457d07be	2061	1688
13034	6e7c15a7dc7656099cbd8aa60cb8739cc913c8872b913f3f833517f04a706651	2160	7723
14979	7effd17a7afc966a83ed72597cf4ac26017314b95cf40fe7ffe1489f867a4ec5	2113	4633
7918	42ad4019715972b49870bae6216bb2b089c893fd6d379356fa305f89fb3a45f9	2051	11398
16685	8d8cf55428829beb795c7dc628d36c9ad3e5194b075acdabded2f1f7480e88e7	2254	6237
15344	81f98c6196e4e41c75b80322355558be0defcbcf07dfb2abc38439868a47054c	3158	14279
18302	9b1377635896a176c88619931d8f904d2f8bd428b11787bc631fa880d94320ce	2178	4694
28588	f1f434b3357e0ceebbaa8722e4219f62c9bc33ab2c1f3e8549fd3c81d1de0cf8	1753	5046
9185	4d8bee6f98288ecd7044ebe8f3d7f4eb5c935f8471e1747db120849973f00d93	2108	4577
17849	975b294e37a2122a85d230d8c3b14897ab9a92df72ab7563afd1bd4f6d1c1bff	2493	5240
22918	c16b58f32207e4c0855e2800506b7a7dff59a5b3bf7531ac9375ea5ac9eb4a55	2338	10400
23098	c2e0a651518dfb5c0b90bf2d3fe46557f6155ed1edadf68db63970bfe9731495	2201	1182
18802	9f461f9f345d81c14b21eac35d38f05af1e89b9e4de615a26aa69455ca7cf1b8	2159	4837
17900	97bdee3af31a5c0b5a94ee5012d7ab10edd91e0d6d2afc5fcac5a3ad33e981d4	1847	2032
29222	f749df1864206c00b472e3980a09e4d4553d89af97a022bb232fa08da71118ee	2217	13827
12649	6b05a70a626bb55cd8ff35df07bff464d7227b1ed8affb783d2d25d8efc0775d	2586	4818
6947	3b240fb49d3f20ad5dd514d00bd7864e3d8f151af66abb7bc5c3800568e809db	1894	5134
28819	f3c87f121bff2582bd1ce27a9c95edd7d27bd8f467b88b62e09c2e913bbd2425	2113	7606
28847	f4031e8bfe39354b5ff4be7916379c61881f3d74fcc1a54f7056b8c31a644643	2177	3461
7821	41d841f1f40ce96458b8c27c55e86224f22c4c496a6ec30d71e79efc91f9ad86	2201	3974
21172	b2d8aa6647d0e22592dfc0d5d7e8ada7df4cb9bde84a7eefd6d3c8273fc0ea11	2211	2358
13280	70baf0a955457e5f36adc6559b6ba6d76523a00a115a4ce992ddf925eab8d1f0	2406	5652
25861	da130a6f2a6a391b98ea907a3f0d196357194501b598d6030c31fd8fde3696eb	2375	6953
24524	cf0a48554cec3f0e20250713b57716593dc2e48778e1149ee14ed6211cb895ae	1797	1059
12224	67adcc3f3b63ad719a8377544f8966661ef05a0357160a2cfbfd80b01bb8d57c	2202	20622
29160	f6b9efc65dc83c168a3103317546d53c367018daa0479d471bedb02e3d79d65d	2464	5989
4504	26060e6d437ab7ccdb21e533c9c17b37a87064ed23678e7f5d1fe35cabd09527	2221	5548
27792	ead2b6cf5aad94b02cb451df354c4feea817450d790890fcd39a84acbd0dc78b	2041	7781
2810	17f8a2f04c6c0bf45be483d0e4e24f24625c91f95d48af408f5a7006cd0e7ef6	2117	7617
27856	eb8c83281770944dedf31e3f01ba6058ea91ebb26117da7e59b2c9d89bb7e775	2324	6984
27908	ec129fbd05c7808d1d50e3bf6fca88b6825c3a85d8db52b3db59e51fc97f4d7c	1865	4242
29015	f5a3a9f3141aa592630b328149686eb9692d1e89f7f3a126fc6a437ecc6cddd8	2312	6580
29180	f6e3b99105d8e6ca31fd99bd373fce4e61981d002258789a5370c5a0e8b2dcb4	2306	3482
26767	e1d6e77a57293abb08f4ad13908b70d1a12d7dd7d22ba1ccf1adfa5f599d7031	1933	2836
19611	a6110e6604cd6860785fe5e3ebf7b1ef6ff91b91da1cce76540fc19439dd09ac	2267	6698
9514	5070c21ce6b07f7268e98e9bbde5722b5b68829ee5cd7de69f06012b9d6fad81	1867	1732
14051	77495a378952d294c71f3ad42aba9d04153fb756db05ec74c62c8b977edacc94	1917	1421
8296	45fd34ffc752ee2ff25884854f48872f2c670e18c9ae3d1a6a4d60c1807a32b1	1848	7529
24520	cefdb80fccefe4296c546cd4f418c56ea673fd17ba18595ed05cd6d2bac2e7f7	2020	1807
15186	80c49548d2642c273ded3075f720430b165c0a57d7abb35e29e2a51e2120b160	2326	6242
26678	e0f7aa8c86dbebefa45b31fcdd8b1ea369905a056a1ab97ff8a3c191c2a51032	2561	11498
6489	3745f984c669073da71a0c78ec2dd24fd60633c1103dd49f1948d80057370400	2220	1921
23175	c37ae772aaf3f64e1f0c62e22fa550edb92952bf7c694b2db59a55506c30957c	3067	7207
26014	db4ab6d39d99060eb45cd1acf4fea569e147a228a443c4eb96a8775737fd168d	2002	1844
11921	6551ba771f7a88adcf5c95ebf15ffec878997a4aad93bbf53c52568479634f7f	2263	2065
8745	49b176bc7101ba0ae810861f53b4d0946d319e46dbb82a5277630cc4c00ceac9	2035	3041
10680	5a1386718c552ec46e3284693ca51ed0643205e883329b0aa473fbd09a051056	2394	5719
2233	1369d387924c09decfbad5a3e68cd6caf08b3f357d9225ed57fa9d5e04ab66bd	2134	6460
28475	f1037afb51e2ce0e54539214a4fd3bbe4b0e0a05b42257671bd03ab7a968e616	1587	1522
4499	25fc8054e157424172f94c123a2efdb7056c8c03d7a2a40d02ea1cb08459bcf3	2211	1234
15124	8052c228cc621dcb33cd7611ba322ab718b11350269520d5c20a28a234c79999	2456	12342
